month,day,campaign_number,user_engagement,banner,placement,displays,cost,clicks,revenue,post_click_conversions,post_click_sales_amount,ctr,cpc,cr,roi
April,8,camp 1,Low,580 x 400,CNBC,384,0.1726,3,0.5428,0,0.0,0.78,0.06,0.0,214.48
April,8,camp 1,Medium,580 x 400,CNBC,3780,4.4634,65,11.7613,6,180.9571,1.72,0.07,9.23,163.51
April,8,camp 1,High,670 x 90,Morning Brew,5428,9.8546,29,5.2493,10,563.3608,0.53,0.34,34.48,-46.73
April,8,camp 1,High,670 x 90,Buzzfeed,22186,17.7587,163,29.5056,80,2027.4236,0.73,0.11,49.08,66.15
April,8,camp 1,High,670 x 90,Forbes,424,0.2936,3,0.5428,0,0.0,0.71,0.1,0.0,84.88
April,8,camp 1,High,670 x 90,CNBC,19385,27.0996,130,23.5247,24,1023.9454,0.67,0.21,18.46,-13.19
April,8,camp 1,Low,670 x 90,Morning Brew,82,0.0202,1,0.1809,0,0.0,1.22,0.02,0.0,795.54
April,8,camp 1,Medium,670 x 90,Morning Brew,568,0.5034,5,0.9047,0,0.0,0.88,0.1,0.0,79.72
April,8,camp 1,Medium,670 x 90,Buzzfeed,1127,0.8791,8,1.4514,1,256.925,0.71,0.11,12.5,65.1
April,8,camp 1,Medium,670 x 90,CNBC,1709,0.8716,5,0.9047,0,0.0,0.29,0.17,0.0,3.8
April,8,camp 1,High,728 x 90,Morning Brew,78241,92.1778,469,84.8825,175,7042.2241,0.6,0.2,37.31,-7.91
April,8,camp 1,High,728 x 90,Buzzfeed,234849,299.0884,3253,588.7281,1155,47838.2026,1.39,0.09,35.51,96.84
April,8,camp 1,High,728 x 90,Forbes,33125,13.4877,230,41.625,79,2763.333,0.69,0.06,34.35,208.61
April,8,camp 1,High,728 x 90,CNBC,377680,359.8801,2293,414.9897,778,35206.4003,0.61,0.16,33.93,15.31
April,8,camp 1,Low,728 x 90,Morning Brew,769,0.1544,3,0.5428,0,0.0,0.39,0.05,0.0,251.55
April,8,camp 1,Low,728 x 90,Buzzfeed,330,0.4001,7,1.2666,0,0.0,2.12,0.06,0.0,216.57
April,8,camp 1,Low,728 x 90,CNBC,4434,0.8603,5,0.9047,0,0.0,0.11,0.17,0.0,5.16
April,8,camp 1,Medium,728 x 90,Morning Brew,8200,5.6968,36,6.5199,1,118.6012,0.44,0.16,2.78,14.45
April,8,camp 1,Medium,728 x 90,Buzzfeed,9849,11.7988,126,22.7989,20,1225.9101,1.28,0.09,15.87,93.23
April,8,camp 1,Medium,728 x 90,Forbes,2871,1.141,33,5.9711,7,194.2436,1.15,0.03,21.21,423.32
April,8,camp 1,Medium,728 x 90,CNBC,43158,20.4219,222,40.1774,18,1225.6714,0.51,0.09,8.11,96.74
April,8,camp 2,Low,160 x 600,Morning Brew,6270,0.5477,17,0.6595,0,0.0,0.27,0.03,0.0,20.41
April,8,camp 2,Low,160 x 600,Buzzfeed,132,0.163,1,0.0387,0,0.0,0.76,0.16,0.0,-76.26
April,8,camp 2,Low,160 x 600,CNBC,40808,4.7417,239,9.269,0,0.0,0.59,0.02,0.0,95.48
April,8,camp 2,Medium,160 x 600,Morning Brew,21229,4.4471,260,10.0832,5,278.0788,1.22,0.02,1.92,126.74
April,8,camp 2,Medium,160 x 600,Buzzfeed,2041,3.102,31,1.2019,3,139.5855,1.52,0.1,9.68,-61.25
April,8,camp 2,Medium,160 x 600,CNBC,157407,37.3309,2905,112.6512,29,2276.2273,1.85,0.01,1.0,201.76
April,8,camp 2,Low,240 x 400,Morning Brew,9493,1.2973,45,1.7465,0,0.0,0.47,0.03,0.0,34.63
April,8,camp 2,Low,240 x 400,Buzzfeed,22456,18.1166,473,18.3416,5,229.3549,2.11,0.04,1.06,1.24
April,8,camp 2,Low,240 x 400,Forbes,2886,1.3196,55,2.1325,0,0.0,1.91,0.02,0.0,61.6
April,8,camp 2,Low,240 x 400,CNBC,31573,3.6564,122,4.7303,6,65.3984,0.39,0.03,4.92,29.37
April,8,camp 2,Medium,240 x 400,Morning Brew,55417,12.5276,717,27.8058,15,941.8047,1.29,0.02,2.09,121.96
April,8,camp 2,Medium,240 x 400,Buzzfeed,190211,165.9144,8667,336.1111,114,9731.0512,4.56,0.02,1.32,102.58
April,8,camp 2,Medium,240 x 400,Forbes,23825,10.9938,533,20.671,5,155.0392,2.24,0.02,0.94,88.02
April,8,camp 2,Medium,240 x 400,CNBC,140184,39.3483,1388,53.8234,19,1080.8509,0.99,0.03,1.37,36.79
April,8,camp 2,Low,300 x 250,Morning Brew,7812,1.0594,46,1.7835,0,0.0,0.59,0.02,0.0,68.35
April,8,camp 2,Low,300 x 250,Buzzfeed,3171,1.841,62,2.4039,0,0.0,1.96,0.03,0.0,30.58
April,8,camp 2,Low,300 x 250,Forbes,85,0.0499,1,0.0387,0,0.0,1.18,0.05,0.0,-22.44
April,8,camp 2,Low,300 x 250,CNBC,53708,5.3767,259,10.0445,5,41.1346,0.48,0.02,1.93,86.82
April,8,camp 2,Medium,300 x 250,Morning Brew,30505,10.1591,361,14.0002,3,709.7867,1.18,0.03,0.83,37.81
April,8,camp 2,Medium,300 x 250,Buzzfeed,24822,15.0804,1349,52.3138,21,1842.7203,5.43,0.01,1.56,246.9
April,8,camp 2,Medium,300 x 250,Forbes,1209,0.6673,13,0.504,0,0.0,1.08,0.05,0.0,-24.47
April,8,camp 2,Medium,300 x 250,CNBC,217975,50.8146,2300,89.1937,36,2177.8408,1.06,0.02,1.57,75.53
April,8,camp 2,Low,468 x 60,Morning Brew,95,0.0167,1,0.0387,0,0.0,1.05,0.02,0.0,131.74
April,8,camp 2,Medium,468 x 60,Morning Brew,636,0.1568,3,0.1171,0,0.0,0.47,0.05,0.0,-25.32
April,8,camp 2,Medium,468 x 60,CNBC,1975,0.2179,5,0.1938,0,0.0,0.25,0.04,0.0,-11.06
April,8,camp 2,Low,580 x 400,CNBC,9868,2.0705,178,6.9021,2,49.1681,1.8,0.01,1.12,233.35
April,8,camp 2,Medium,580 x 400,CNBC,38509,18.3428,1367,53.0071,19,1778.0065,3.55,0.01,1.39,188.98
April,8,camp 2,Low,670 x 90,Morning Brew,657,0.1296,2,0.0775,0,0.0,0.3,0.06,0.0,-40.2
April,8,camp 2,Low,670 x 90,Buzzfeed,414,0.3594,6,0.2326,0,0.0,1.45,0.06,0.0,-35.28
April,8,camp 2,Low,670 x 90,CNBC,4417,0.3297,19,0.7367,0,0.0,0.43,0.02,0.0,123.45
April,8,camp 2,Medium,670 x 90,Morning Brew,4082,1.5266,44,1.7068,0,0.0,1.08,0.03,0.0,11.8
April,8,camp 2,Medium,670 x 90,Buzzfeed,5678,5.2816,88,3.4125,2,340.0232,1.55,0.06,2.27,-35.39
April,8,camp 2,Medium,670 x 90,Forbes,322,0.2182,6,0.2326,0,0.0,1.86,0.04,0.0,6.6
April,8,camp 2,Medium,670 x 90,CNBC,17110,3.3992,218,8.4526,1,4.1358,1.27,0.02,0.46,148.66
April,8,camp 2,Low,728 x 90,Morning Brew,11955,1.7994,82,3.1794,3,60.7067,0.69,0.02,3.66,76.69
April,8,camp 2,Low,728 x 90,Buzzfeed,3981,4.2354,48,1.8611,0,0.0,1.21,0.09,0.0,-56.06
April,8,camp 2,Low,728 x 90,Forbes,1197,0.4572,14,0.5428,0,0.0,1.17,0.03,0.0,18.72
April,8,camp 2,Low,728 x 90,CNBC,69148,5.4758,307,11.906,4,255.1854,0.44,0.02,1.3,117.43
April,8,camp 2,Medium,728 x 90,Morning Brew,61696,18.0447,715,27.7287,16,2392.5029,1.16,0.03,2.24,53.67
April,8,camp 2,Medium,728 x 90,Buzzfeed,57931,64.3666,1446,56.078,53,4193.5988,2.5,0.04,3.67,-12.88
April,8,camp 2,Medium,728 x 90,Forbes,12773,5.2245,223,8.6478,5,241.2467,1.75,0.02,2.24,65.52
April,8,camp 2,Medium,728 x 90,CNBC,300759,56.9135,3594,139.3731,32,3295.705,1.19,0.02,0.89,144.89
April,8,camp 3,High,160 x 600,CNBC,17651,3.8545,35,1.8094,0,0.0,0.2,0.11,0.0,-53.06
April,8,camp 3,Low,160 x 600,Morning Brew,8089,0.3551,13,0.672,0,0.0,0.16,0.03,0.0,89.24
April,8,camp 3,Low,160 x 600,CNBC,26419,1.3713,87,4.4977,0,0.0,0.33,0.02,0.0,227.99
April,8,camp 3,Medium,160 x 600,Morning Brew,12858,0.9164,31,1.6026,0,0.0,0.24,0.03,0.0,74.88
April,8,camp 3,Medium,160 x 600,CNBC,54435,5.0371,203,10.4958,1,30.6345,0.37,0.02,0.49,108.37
April,8,camp 3,High,240 x 400,Morning Brew,6439,1.2444,12,0.6203,1,6.5915,0.19,0.1,8.33,-50.15
April,8,camp 3,High,240 x 400,Buzzfeed,7762,6.504,62,3.2052,5,342.8634,0.8,0.1,8.06,-50.72
April,8,camp 3,High,240 x 400,Forbes,5153,2.321,24,1.2407,2,195.9238,0.47,0.1,8.33,-46.54
April,8,camp 3,High,240 x 400,CNBC,17342,3.808,26,1.3441,2,65.9412,0.15,0.15,7.69,-64.7
April,8,camp 3,Low,240 x 400,Morning Brew,5616,0.4514,13,0.672,0,0.0,0.23,0.03,0.0,48.87
April,8,camp 3,Low,240 x 400,Buzzfeed,3702,2.8205,39,2.0162,0,0.0,1.05,0.07,0.0,-28.52
April,8,camp 3,Low,240 x 400,Forbes,496,0.2151,11,0.5686,0,0.0,2.22,0.02,0.0,164.34
April,8,camp 3,Low,240 x 400,CNBC,13246,0.4049,14,0.7237,0,0.0,0.11,0.03,0.0,78.74
April,8,camp 3,Medium,240 x 400,Morning Brew,16109,1.648,59,3.0513,0,0.0,0.37,0.03,0.0,85.15
April,8,camp 3,Medium,240 x 400,Buzzfeed,12841,10.5432,193,9.9789,1,114.0464,1.5,0.05,0.52,-5.35
April,8,camp 3,Medium,240 x 400,Forbes,3343,1.4786,26,1.3441,0,0.0,0.78,0.06,0.0,-9.1
April,8,camp 3,Medium,240 x 400,CNBC,36011,1.9863,88,4.55,0,0.0,0.24,0.02,0.0,129.07
April,8,camp 3,High,300 x 250,Morning Brew,3540,1.0726,12,0.6203,5,213.6563,0.34,0.09,41.67,-42.17
April,8,camp 3,High,300 x 250,Buzzfeed,949,0.5482,14,0.7237,0,0.0,1.48,0.04,0.0,32.01
April,8,camp 3,High,300 x 250,CNBC,22077,5.7794,81,4.1898,5,382.6822,0.37,0.07,6.17,-27.5
April,8,camp 3,Low,300 x 250,Morning Brew,10972,0.6225,42,2.1718,1,63.4114,0.38,0.01,2.38,248.88
April,8,camp 3,Low,300 x 250,Buzzfeed,670,0.3543,13,0.672,0,0.0,1.94,0.03,0.0,89.67
April,8,camp 3,Low,300 x 250,CNBC,33258,1.3686,65,3.3603,0,0.0,0.2,0.02,0.0,145.53
April,8,camp 3,Medium,300 x 250,Morning Brew,17843,1.9349,131,6.778,1,1.5522,0.73,0.01,0.76,250.3
April,8,camp 3,Medium,300 x 250,Buzzfeed,2543,1.3222,54,2.7922,0,0.0,2.12,0.02,0.0,111.18
April,8,camp 3,Medium,300 x 250,Forbes,57,0.0207,2,0.1033,0,0.0,3.51,0.01,0.0,399.03
April,8,camp 3,Medium,300 x 250,CNBC,70401,5.1639,205,10.5998,4,86.6472,0.29,0.03,1.95,105.27
April,8,camp 3,Medium,468 x 60,CNBC,285,0.0056,1,0.0516,0,0.0,0.35,0.01,0.0,821.43
April,8,camp 3,High,580 x 400,CNBC,5330,2.092,29,1.5003,0,0.0,0.54,0.07,0.0,-28.28
April,8,camp 3,Low,580 x 400,CNBC,4841,0.3352,31,1.6032,0,0.0,0.64,0.01,0.0,378.28
April,8,camp 3,Medium,580 x 400,CNBC,11957,1.4369,113,5.8419,0,0.0,0.95,0.01,0.0,306.56
April,8,camp 3,High,670 x 90,Morning Brew,487,0.147,1,0.0516,0,0.0,0.21,0.15,0.0,-64.9
April,8,camp 3,Low,670 x 90,Morning Brew,530,0.0588,4,0.2067,0,0.0,0.75,0.01,0.0,251.53
April,8,camp 3,Low,670 x 90,CNBC,1898,0.0368,2,0.1033,0,0.0,0.11,0.02,0.0,180.71
April,8,camp 3,Medium,670 x 90,Morning Brew,1765,0.2387,7,0.3618,0,0.0,0.4,0.03,0.0,51.57
April,8,camp 3,Medium,670 x 90,Buzzfeed,241,0.2818,1,0.0516,0,0.0,0.41,0.28,0.0,-81.69
April,8,camp 3,Medium,670 x 90,Forbes,43,0.0267,1,0.0516,0,0.0,2.33,0.03,0.0,93.26
April,8,camp 3,Medium,670 x 90,CNBC,4845,0.1702,13,0.672,0,0.0,0.27,0.01,0.0,294.83
April,8,camp 3,High,728 x 90,Morning Brew,6993,1.7522,12,0.6203,0,0.0,0.17,0.15,0.0,-64.6
April,8,camp 3,High,728 x 90,Buzzfeed,1092,1.1677,9,0.4652,1,145.5825,0.82,0.13,11.11,-60.16
April,8,camp 3,High,728 x 90,Forbes,1966,0.7547,5,0.259,0,0.0,0.25,0.15,0.0,-65.68
April,8,camp 3,High,728 x 90,CNBC,26399,5.188,52,2.6888,5,588.6827,0.2,0.1,9.62,-48.17
April,8,camp 3,Low,728 x 90,Morning Brew,8183,0.8131,25,1.293,0,0.0,0.31,0.03,0.0,59.02
April,8,camp 3,Low,728 x 90,Buzzfeed,477,0.4912,1,0.0516,0,0.0,0.21,0.49,0.0,-89.5
April,8,camp 3,Low,728 x 90,CNBC,46110,1.7612,103,5.3249,0,0.0,0.22,0.02,0.0,202.34
April,8,camp 3,Low,728 x 90,Physical,2,0.0016,1,0.0516,0,0.0,50.0,0.0,0.0,3125.0
April,8,camp 3,Medium,728 x 90,Morning Brew,23484,3.2664,116,5.9975,0,0.0,0.49,0.03,0.0,83.61
April,8,camp 3,Medium,728 x 90,Buzzfeed,1450,1.4379,18,0.9305,0,0.0,1.24,0.08,0.0,-35.29
April,8,camp 3,Medium,728 x 90,Forbes,1543,0.5069,9,0.4652,0,0.0,0.58,0.06,0.0,-8.23
April,8,camp 3,Medium,728 x 90,CNBC,106751,6.481,291,15.0459,3,189.9482,0.27,0.02,1.03,132.15
April,9,camp 1,High,160 x 600,Morning Brew,15245,17.6849,137,25.0583,20,1711.5603,0.9,0.13,14.6,41.69
April,9,camp 1,High,160 x 600,Buzzfeed,11070,19.961,139,25.4241,40,1414.5809,1.26,0.14,28.78,27.37
April,9,camp 1,High,160 x 600,CNBC,137321,152.5056,1199,219.3107,424,16334.6401,0.87,0.13,35.36,43.81
April,9,camp 1,Low,160 x 600,CNBC,1749,0.3548,4,0.7316,0,0.0,0.23,0.09,0.0,106.2
April,9,camp 1,Medium,160 x 600,Morning Brew,1843,0.7612,8,1.4632,0,0.0,0.43,0.1,0.0,92.22
April,9,camp 1,Medium,160 x 600,CNBC,13932,6.5431,88,16.0958,23,2380.8947,0.63,0.07,26.14,146.0
April,9,camp 1,High,240 x 400,Morning Brew,44417,39.3229,247,45.1781,71,4164.6615,0.56,0.16,28.74,14.89
April,9,camp 1,High,240 x 400,Buzzfeed,277533,258.5933,6368,1164.7554,1812,89153.2174,2.29,0.04,28.45,350.42
April,9,camp 1,High,240 x 400,Forbes,42610,19.2066,371,67.8587,158,13159.9984,0.87,0.05,42.59,253.31
April,9,camp 1,High,240 x 400,CNBC,137007,212.9547,1028,188.0314,380,16835.4269,0.75,0.21,36.96,-11.7
April,9,camp 1,Low,240 x 400,Morning Brew,468,0.0678,1,0.1829,0,0.0,0.21,0.07,0.0,169.76
April,9,camp 1,Low,240 x 400,Buzzfeed,725,0.6163,11,2.0119,0,0.0,1.52,0.06,0.0,226.45
April,9,camp 1,Medium,240 x 400,Morning Brew,4400,1.7173,12,2.1948,3,16.3179,0.27,0.14,25.0,27.81
April,9,camp 1,Medium,240 x 400,Buzzfeed,13327,11.7855,371,67.8587,46,2778.5749,2.78,0.03,12.4,475.78
April,9,camp 1,Medium,240 x 400,Forbes,2784,1.2575,30,5.4872,4,142.5111,1.08,0.04,13.33,336.36
April,9,camp 1,Medium,240 x 400,CNBC,10009,6.3236,50,9.1453,4,109.8751,0.5,0.13,8.0,44.62
April,9,camp 1,High,300 x 250,Morning Brew,32966,37.5667,215,39.3251,87,4074.8278,0.65,0.17,40.47,4.68
April,9,camp 1,High,300 x 250,Buzzfeed,54515,36.6795,983,179.7981,302,11670.6393,1.8,0.04,30.72,390.19
April,9,camp 1,High,300 x 250,Forbes,2547,1.3035,6,1.0974,4,802.3762,0.24,0.22,66.67,-15.81
April,9,camp 1,High,300 x 250,CNBC,208638,244.9385,1405,256.9907,735,39479.835,0.67,0.17,52.31,4.92
April,9,camp 1,Low,300 x 250,Morning Brew,324,0.0771,2,0.3658,0,0.0,0.62,0.04,0.0,374.45
April,9,camp 1,Low,300 x 250,Buzzfeed,171,0.1062,2,0.3658,1,33.6288,1.17,0.05,50.0,244.44
April,9,camp 1,Low,300 x 250,CNBC,2093,0.5545,7,1.2803,0,0.0,0.33,0.08,0.0,130.89
April,9,camp 1,Medium,300 x 250,Morning Brew,3356,2.026,18,3.2923,1,27.1748,0.54,0.11,5.56,62.5
April,9,camp 1,Medium,300 x 250,Buzzfeed,2088,1.2849,76,13.9009,1,67.519,3.64,0.02,1.32,981.87
April,9,camp 1,Medium,300 x 250,Forbes,129,0.0738,6,1.0974,6,63.2076,4.65,0.01,100.0,1386.99
April,9,camp 1,Medium,300 x 250,CNBC,19259,9.9754,108,19.754,9,801.0828,0.56,0.09,8.33,98.03
April,9,camp 1,High,468 x 60,Morning Brew,785,0.5124,1,0.1829,0,0.0,0.13,0.51,0.0,-64.31
April,9,camp 1,High,468 x 60,Buzzfeed,288,0.1128,1,0.1829,0,0.0,0.35,0.11,0.0,62.15
April,9,camp 1,High,468 x 60,CNBC,2388,1.4036,3,0.5487,2,53.9185,0.13,0.47,66.67,-60.91
April,9,camp 1,Medium,468 x 60,CNBC,199,0.0288,1,0.1829,0,0.0,0.5,0.03,0.0,535.07
April,9,camp 1,High,580 x 400,CNBC,38758,94.4203,701,128.2182,413,20420.4931,1.81,0.13,58.92,35.8
April,9,camp 1,Medium,580 x 400,CNBC,2720,3.2575,52,9.5111,6,891.1125,1.91,0.06,11.54,191.98
April,9,camp 1,High,670 x 90,Morning Brew,4732,7.7982,42,7.6821,12,769.0609,0.89,0.19,28.57,-1.49
April,9,camp 1,High,670 x 90,Buzzfeed,18699,15.2181,106,19.3893,44,4018.9687,0.57,0.14,41.51,27.41
April,9,camp 1,High,670 x 90,Forbes,261,0.1874,4,0.7316,1,17.0234,1.53,0.05,25.0,290.39
April,9,camp 1,High,670 x 90,CNBC,15796,20.5321,103,18.8394,46,2101.7255,0.65,0.2,44.66,-8.24
April,9,camp 1,Low,670 x 90,CNBC,220,0.0193,1,0.1829,0,0.0,0.45,0.02,0.0,847.67
April,9,camp 1,Medium,670 x 90,Morning Brew,410,0.2859,2,0.3658,0,0.0,0.49,0.14,0.0,27.95
April,9,camp 1,Medium,670 x 90,Buzzfeed,689,0.5576,6,1.0974,1,17.3892,0.87,0.09,16.67,96.81
April,9,camp 1,Medium,670 x 90,CNBC,1271,0.6551,5,0.9145,2,11.9804,0.39,0.13,40.0,39.6
April,9,camp 1,High,728 x 90,Morning Brew,61935,70.9133,394,72.0655,169,7499.4715,0.64,0.18,42.89,1.62
April,9,camp 1,High,728 x 90,Buzzfeed,185519,238.033,2530,462.7619,1072,52671.5362,1.36,0.09,42.37,94.41
April,9,camp 1,High,728 x 90,Forbes,20381,8.5749,199,36.3986,126,4847.1027,0.98,0.04,63.32,324.48
April,9,camp 1,High,728 x 90,CNBC,293233,273.259,1688,308.7549,715,31353.6113,0.58,0.16,42.36,12.99
April,9,camp 1,Low,728 x 90,Morning Brew,781,0.1907,1,0.1829,0,0.0,0.13,0.19,0.0,-4.09
April,9,camp 1,Low,728 x 90,CNBC,3180,0.5245,7,1.2803,2,93.0738,0.22,0.07,28.57,144.1
April,9,camp 1,Medium,728 x 90,Morning Brew,6260,3.7092,29,5.3043,3,131.5889,0.46,0.13,10.34,43.0
April,9,camp 1,Medium,728 x 90,Buzzfeed,7246,8.7407,90,16.4616,19,1366.9335,1.24,0.1,21.11,88.33
April,9,camp 1,Medium,728 x 90,Forbes,1609,0.6712,6,1.0974,1,53.1607,0.37,0.11,16.67,63.5
April,9,camp 1,Medium,728 x 90,CNBC,28881,12.0917,146,26.7045,24,768.8258,0.51,0.08,16.44,120.85
April,9,camp 2,Low,160 x 600,Morning Brew,5989,0.4052,19,0.7446,0,0.0,0.32,0.02,0.0,83.76
April,9,camp 2,Low,160 x 600,Buzzfeed,72,0.0973,2,0.0783,0,0.0,2.78,0.05,0.0,-19.53
April,9,camp 2,Low,160 x 600,CNBC,35610,3.9809,202,7.9172,0,0.0,0.57,0.02,0.0,98.88
April,9,camp 2,Medium,160 x 600,Morning Brew,17321,3.2063,195,7.6429,3,19.5319,1.13,0.02,1.54,138.37
April,9,camp 2,Medium,160 x 600,Buzzfeed,1622,2.3388,54,2.1165,0,0.0,3.33,0.04,0.0,-9.5
April,9,camp 2,Medium,160 x 600,CNBC,133089,30.8228,2595,101.7096,28,1194.8569,1.95,0.01,1.08,229.98
April,9,camp 2,Low,240 x 400,Morning Brew,7725,0.9509,37,1.4501,0,0.0,0.48,0.03,0.0,52.5
April,9,camp 2,Low,240 x 400,Buzzfeed,14428,11.1379,295,11.5635,4,78.789,2.04,0.04,1.36,3.82
April,9,camp 2,Low,240 x 400,Forbes,2280,0.9315,30,1.1758,0,0.0,1.32,0.03,0.0,26.23
April,9,camp 2,Low,240 x 400,CNBC,23623,2.4784,116,4.5465,0,0.0,0.49,0.02,0.0,83.44
April,9,camp 2,Medium,240 x 400,Morning Brew,41757,9.0788,666,26.1037,5,138.9326,1.59,0.01,0.75,187.52
April,9,camp 2,Medium,240 x 400,Buzzfeed,119021,102.9391,5456,213.8477,94,7259.4179,4.58,0.02,1.72,107.74
April,9,camp 2,Medium,240 x 400,Forbes,18512,7.8666,394,15.4426,1,12.5161,2.13,0.02,0.25,96.31
April,9,camp 2,Medium,240 x 400,CNBC,98643,24.8835,981,38.4497,20,1601.9306,0.99,0.03,2.04,54.52
April,9,camp 2,Low,300 x 250,Morning Brew,6488,0.9724,56,2.1948,0,0.0,0.86,0.02,0.0,125.71
April,9,camp 2,Low,300 x 250,Buzzfeed,3064,1.8361,86,3.3707,5,1076.7638,2.81,0.02,5.81,83.58
April,9,camp 2,Low,300 x 250,Forbes,51,0.0287,1,0.0391,0,0.0,1.96,0.03,0.0,36.24
April,9,camp 2,Low,300 x 250,CNBC,40123,3.8744,202,7.9172,0,0.0,0.5,0.02,0.0,104.35
April,9,camp 2,Medium,300 x 250,Morning Brew,25320,8.9699,388,15.2074,2,20.9037,1.53,0.02,0.52,69.54
April,9,camp 2,Medium,300 x 250,Buzzfeed,24618,15.3058,1393,54.5979,5,400.0319,5.66,0.01,0.36,256.71
April,9,camp 2,Medium,300 x 250,Forbes,584,0.2843,2,0.0783,0,0.0,0.34,0.14,0.0,-72.46
April,9,camp 2,Medium,300 x 250,CNBC,161210,36.9822,1804,70.71,23,2984.8474,1.12,0.02,1.27,91.2
April,9,camp 2,Low,468 x 60,Morning Brew,182,0.0197,1,0.0391,0,0.0,0.55,0.02,0.0,98.48
April,9,camp 2,Medium,468 x 60,Morning Brew,510,0.1282,3,0.1175,0,0.0,0.59,0.04,0.0,-8.35
April,9,camp 2,Medium,468 x 60,CNBC,1758,0.1563,6,0.2351,0,0.0,0.34,0.03,0.0,50.42
April,9,camp 2,Low,580 x 400,CNBC,9051,1.894,196,7.6821,1,1.1497,2.17,0.01,0.51,305.6
April,9,camp 2,Medium,580 x 400,CNBC,33909,15.2503,1467,57.4983,14,576.6683,4.33,0.01,0.95,277.03
April,9,camp 2,Low,670 x 90,Morning Brew,467,0.085,3,0.1175,0,0.0,0.64,0.03,0.0,38.24
April,9,camp 2,Low,670 x 90,Buzzfeed,230,0.2009,1,0.0391,0,0.0,0.43,0.2,0.0,-80.54
April,9,camp 2,Low,670 x 90,Forbes,14,0.0093,1,0.0391,0,0.0,7.14,0.01,0.0,320.43
April,9,camp 2,Low,670 x 90,CNBC,3733,0.2669,33,1.2934,0,0.0,0.88,0.01,0.0,384.6
April,9,camp 2,Medium,670 x 90,Morning Brew,2979,1.0609,29,1.1366,0,0.0,0.97,0.04,0.0,7.14
April,9,camp 2,Medium,670 x 90,Buzzfeed,4491,3.9086,91,3.5666,0,0.0,2.03,0.04,0.0,-8.75
April,9,camp 2,Medium,670 x 90,Forbes,152,0.1011,10,0.3919,0,0.0,6.58,0.01,0.0,287.64
April,9,camp 2,Medium,670 x 90,CNBC,13094,2.5126,190,7.4469,8,74.1036,1.45,0.01,4.21,196.38
April,9,camp 2,Low,728 x 90,Morning Brew,10393,1.4747,66,2.5868,0,0.0,0.64,0.02,0.0,75.41
April,9,camp 2,Low,728 x 90,Buzzfeed,2972,2.9715,35,1.3718,0,0.0,1.18,0.08,0.0,-53.83
April,9,camp 2,Low,728 x 90,Forbes,765,0.323,8,0.3135,0,0.0,1.05,0.04,0.0,-2.94
April,9,camp 2,Low,728 x 90,CNBC,51706,3.6979,216,8.466,0,0.0,0.42,0.02,0.0,128.94
April,9,camp 2,Medium,728 x 90,Morning Brew,50860,15.8959,654,25.6331,13,1074.6342,1.29,0.02,1.99,61.26
April,9,camp 2,Medium,728 x 90,Buzzfeed,43323,47.5087,1024,40.1351,37,3483.0958,2.36,0.05,3.61,-15.52
April,9,camp 2,Medium,728 x 90,Forbes,7234,3.1987,145,5.6831,2,129.603,2.0,0.02,1.38,77.67
April,9,camp 2,Medium,728 x 90,CNBC,223975,40.6554,2697,105.7082,32,2240.3984,1.2,0.02,1.19,160.01
April,9,camp 2,Medium,800 x 250,CNBC,10,0.0032,1,0.0391,0,0.0,10.0,0.0,0.0,1121.88
April,9,camp 3,High,160 x 600,Morning Brew,1654,0.2996,1,0.0522,0,0.0,0.06,0.3,0.0,-82.58
April,9,camp 3,High,160 x 600,CNBC,14954,3.3134,34,1.7768,5,319.3957,0.23,0.1,14.71,-46.38
April,9,camp 3,Low,160 x 600,Morning Brew,8173,0.2964,10,0.5225,0,0.0,0.12,0.03,0.0,76.28
April,9,camp 3,Low,160 x 600,CNBC,26149,1.3433,63,3.2923,0,0.0,0.24,0.02,0.0,145.09
April,9,camp 3,Medium,160 x 600,Morning Brew,10935,0.7263,23,1.2019,1,442.4141,0.21,0.03,4.35,65.48
April,9,camp 3,Medium,160 x 600,CNBC,54341,5.2323,224,11.706,2,117.9492,0.41,0.02,0.89,123.73
April,9,camp 3,High,240 x 400,Morning Brew,5425,1.0581,10,0.5225,3,84.6208,0.18,0.11,30.0,-50.62
April,9,camp 3,High,240 x 400,Buzzfeed,5624,4.7695,38,1.9858,3,147.4234,0.68,0.13,7.89,-58.36
April,9,camp 3,High,240 x 400,Forbes,4234,1.8012,20,1.0451,1,40.4095,0.47,0.09,5.0,-41.98
April,9,camp 3,High,240 x 400,CNBC,14620,3.3112,31,1.62,6,602.3799,0.21,0.11,19.35,-51.08
April,9,camp 3,Low,240 x 400,Morning Brew,7304,0.5666,18,0.9406,1,16.331,0.25,0.03,5.56,66.01
April,9,camp 3,Low,240 x 400,Buzzfeed,2537,1.8334,19,0.9929,0,0.0,0.75,0.1,0.0,-45.84
April,9,camp 3,Low,240 x 400,Forbes,545,0.2453,11,0.5748,0,0.0,2.02,0.02,0.0,134.33
April,9,camp 3,Low,240 x 400,CNBC,12383,0.3724,12,0.6271,0,0.0,0.1,0.03,0.0,68.39
April,9,camp 3,Medium,240 x 400,Morning Brew,18143,1.8737,50,2.6129,0,0.0,0.28,0.04,0.0,39.45
April,9,camp 3,Medium,240 x 400,Buzzfeed,10092,7.8803,167,8.7273,2,121.9993,1.65,0.05,1.2,10.75
